ICAO_Code,FAA_Designator,Manufacturer,Model_FAA,Model_BADA,Physical_Class_Engine,Num_Engines,AAC,AAC_minimum,AAC_maximum,ADG,TDG,Approach_Speed_knot,Approach_Speed_minimum_knot,Approach_Speed_maximum_knot,Wingspan_ft_without_winglets_sharklets,Wingspan_ft_with_winglets_sharklets,Length_ft,Tail_Height_at_OEW_ft,Wheelbase_ft,Cockpit_to_Main_Gear_ft,Main_Gear_Width_ft,MTOW_lb,MALW_lb,Main_Gear_Config,ICAO_WTC,Parking_Area_ft2,Class,FAA_Weight,CWT,One_Half_Wake_Category,Two_Wake_Category_Appx_A,Two_Wake_Category_Appx_B,Rotor_Diameter_ft,SRS,LAHSO,FAA_Registry,Registration_Count,Total_IFR_Operations_2021_2022,Remarks,,,,,,,,,,,,,,,,
F18H,F18H,BOEING-MCDONNELL DOUGLAS,F/A 18 Hornet,Boeing F/A-18C/D Hornet,Jet,2,C,,,I,1B,134,,,40.4,,56.0,15.4,17.6,20.7,11.7,"56,000",N/A,S,Medium,"3,074.4",Fixed-wing,Large,G,E,D,D,,III,N/A,Yes,273,"37,960",,,,,,,,,,,,,,,,,
F18S,F18S,BOEING-MCDONNELL DOUGLAS,FA-18E/F Super Hornet,Boeing F/A-18E/F Super Hornet,Jet,2,C,,,I,1B,134,,,44.7,,60.1,16.0,17.6,20.7,11.7,"66,000",N/A,S,Medium,"3,561.0",Fixed-wing,Large,G,E,D,D,,III,N/A,Yes ,572,"131,973",,,,,,,,,,,,,,,,,
F22,F22,LOCKHEED,Lockheed Martin L-645 Raptor,Lockheed Martin F-22 Raptor,Jet,2,D,,,I,1B,145,,,44.5,,62.1,16.7,20.4,25.8,11.5,"83,500",N/A,S,Medium,"3,657.0",Fixed-wing,Large,G,E,D,D,,III,N/A,Yes,183,"40,045",,,,,,,,,,,,,,,,,
F2TH,F2TH,DASSAULT,Dassault Falcon 2000,Dassault Falcon 2000EX,Jet,2,C,,,II,2A,130,,,63.4,,66.3,23.2,24.3,25.0,16.6,"42,400","39,300",D,Medium,"5,237.3",Fixed-wing,Small+,H,F,E,E,,III,8,Yes,443,"244,027","According to FSB data, If flaps are not down (not flaps), AAC is D. ",,,,,,,,,,,,,,,,
F406,F406,REIMS-CESSNA,Reims-Cessna F406 Caravan II,Cessna 406,Turboprop,2,B,,,II,1A,103,,,49.5,,39.0,13.2,12.5,12.5,14.5,"9,850","9,361",S,Light,"2,618.0",Fixed-wing,Small,I,F,F,F,,II,6,Yes,4,"1,948",,,,,,,,,,,,,,,,,
F900,F900,DASSAULT,Dassault Falcon 900,Dassault Falcon 900EX,Jet,3,C,,,II,2A,130,,,63.4,,66.3,24.8,25.9,26.0,16.6,"49,000","44,500",D,Medium,"5,237.0",Fixed-wing,Large,G,E,D,D,,III,8,Yes,386,"169,183","According to FSB data, If flaps are not down (not flaps), AAC is D.",,,,,,,,,,,,,,,,
FA10,FA10,DASSAULT,Dassault Falcon/Mystère 10,Dassault Falcon 10,Jet,2,B,,,I,1A,107,,,42.9,,45.5,15.1,18.9,18.9,5.4,"18,740","17,640",D,Medium,"2,671.4",Fixed-wing,Small+,H,F,E,E,,III,8,Yes,86,"15,336",,,,,,,,,,,,,,,,,
FA20,FA20,DASSAULT,Dassault Falcon/Mystère 20,Dassault Falcon 20,Jet,2,B,,,II,1B,107,,,53.5,,56.3,17.6,18.7,22.4,13.9,"28,660","27,320",D,Medium,"3,889.4",Fixed-wing,Small+,H,F,E,E,,III,7,Yes,58,"51,193",,,,,,,,,,,,,,,,,
FA50,FA50,DASSAULT,Dassault Falcon/Mystère 50,Dassault Falcon 50EX,Jet,3,C,,,II,2A,124,,,61.9,,60.8,22.9,23.7,25.6,16.1,"39,700","35,715",D,Medium,"4,727.5",Fixed-wing,Small+,H,F,E,E,,III,8,Yes,241,"98,747",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
FA7X,FA7X,DASSAULT,Dassault Falcon 7X,Dassault Falcon 7X,Jet,3,B,,,III,2A,104,,,86.0,,76.1,25.7,33.7,33.7,17.2,"70,000","62,400",D,Medium,"7,783.7",Fixed-wing,Large,G,E,D,D,,III,4,Yes,135,"57,670",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
FA8X,FA8X,DASSAULT,Dassault Falcon 8X,Dassault Falcon 8X,Jet,3,B,,,III,2A,106,,,86.3,,80.2,26.1,33.7,34.5,17.2,"73,000","62,400",D,Medium,"8,200.5",Fixed-wing,Large,G,E,D,D,,III,N/A,No,0,"9,342",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
FDCT,FDCT,FLIGHT DESIGN,Flight Design CT,Flight Design CT,Piston,1,A,,,I,1A,51,,,28.1,,21.7,7.7,4.7,4.7,6.2,"1,320","1,320",S,Light,"1,017.3",Fixed-wing,Small,I,F,F,F,,I,1,Yes,352,64,,,,,,,,,,,,,,,,,
G150,G150,GULFSTREAM AEROSPACE,Gulfstream G150,Gulfstream G150,Jet,2,C,,,II,1B,130,,,55.6,,56.8,19.1,24.1,24.1,11.1,"26,100","21,700",D,Medium,"4,049.8",Fixed-wing,Small+,H,F,E,E,,III,4,Yes,25,"53,449",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
G164,G164,GRUMMAN AMERICAN ,Grumman American G164,Grumman G-164 (Super) Ag-Cat,Piston,1,A,,,I,1A,79,,,42.3,,25.9,12.1,17.4,17.4,8.7,"6,075","6,075",S,Light,"1,616.1",Fixed-wing,Small,I,F,F,F,,I,1,Yes,618,0,,,,,,,,,,,,,,,,,
G280,G280,GULFSTREAM AEROSPACE,Gulfstream G280,Gulfstream G280,Jet,2,C,,,II,1B,125,,,63.0,,66.8,21.3,30.1,30.1,12.6,"39,600","32,700",D,Medium,"5,243.8",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,199,"125,748",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GA5C,GA5C,GULFSTREAM AEROSPACE,Gulfstream Aerospace Gulfstream G7-G500,Gulfstream G500 (G-7),Jet,2,C,,,III,4,130,,,87.1,,91.2,25.5,71.0,71.0,17.2,"79,600","64,350",D,Medium,"9,341.0",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes,92,"25,966",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GA6C,GA6C,GULFSTREAM AEROSPACE,Gulfstream Aerospace Gulfstream G7-G600,Gulfstream G600 (G-7),Jet,2,C,,,III,2B,136,,,95.0,,96.1,25.3,45.0,45.6,16.0,"94,600","76,800",D,Medium,"10,613.7",Fixed-wing,Large,F,D,D,C,,III,N/A,Yes ,85,"21,778",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GA7,GA7,GULFSTREAM AMERICAN - GRUMMAN AMERICAN,Gulfstream American GA7,Grumman American GA-7 Cougar,Piston,2,A,,,I,1A,82,,,36.8,,28.7,10.3,6.2,6.2,11.6,"3,800","3,800",S,Light,"1,576.8",Fixed-wing,Small,I,F,F,F,,II,1,Yes,42,"1,480",,,,,,,,,,,,,,,,,
GALX,GALX,GULFSTREAM AEROSPACE-IAI,IAI 1126 Galaxy/Gulfstream G200,IAI 1126 Galaxy,Jet,2,C,,,II,1B,130,,,58.1,,62.3,21.4,24.3,24.3,12.0,"35,650","30,000",D,Medium,"4,578.6",Fixed-wing,Small+,H,F,E,E,,III,5,Yes,131,"88,893",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GC1,GC1,GLOBE,Globe GC-1 Swift,Globe GC-1 Swift,Piston,1,A,,,I,1A,48,,,29.3,,20.8,6.2,12.6,12.6,10.5,"1,975","1,975",S,Light,"1,013.9",Fixed-wing,Small,I,F,F,F,,I,2,Yes,539,142,,,,,,,,,,,,,,,,,
GL5T,GL5T,BOMBARDIER,Bombardier BD-700 Global 5000,Bombardier Global 5000,Jet,2,C,,,III,2B,128,,,94.0,,96.8,25.5,48.4,41.9,16.0,"92,500","78,600",D,Medium,"10,590.7",Fixed-wing,Large,F,D,D,C,,III,7,Yes,121,"68,921",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GL7T,GL7T,BOMBARDIER,Bombardier BD-700 Global 7500,Bombardier Global 7500,Jet,2,B,,,III,2B,118,,,104.3,,110.6,26.7,44.2,47.9,16.0,"106,250","85,799",D,Medium,"13,214.3",Fixed-wing,Large,F,D,D,C,,III,7,Yes,42,"19,807",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GLEX,GLEX,BOMBARDIER,Bombardier BD-700 Global Express,Bombardier Global 6000,Jet,2,C,,,III,2B,131,,,94.0,,99.4,25.5,49.7,49.7,16.0,"99,500","78,600",D,Medium,"10,859.3",Fixed-wing,Large,F,D,D,C,,III,7,Yes ,305,"163,335",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GLF2,GLF2,GULFSTREAM AEROSPACE,Gulfstream II,Gulfstream G-1159 Gulfstream II,Jet,2,C,,,II,1B,125,,,68.8,,79.9,24.5,36.0,36.0,13.8,"62,000","58,500",D,Medium,"6,694.2",Fixed-wing,Large,G,E,D,D,,III,8,Yes,29,"2,206",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GLF3,GLF3,GULFSTREAM AEROSPACE,Gulfstream III,Gulfstream III,Jet,2,C,,,II,2A,125,,,77.8,,83.1,24.4,37.4,37.4,15.6,"69,700","58,500",D,Medium,"7,736.6",Fixed-wing,Large,G,E,D,D,,III,8,Yes,74,"7,357",,,,,,,,,,,,,,,,,
GLF4,GLF4,GULFSTREAM AEROSPACE,Gulfstream IV/G400,Gulfstream IV,Jet,2,D,,,II,2A,150,,,77.8,,88.3,24.4,38.1,38.1,15.7,"73,200","66,000",D,Medium,"8,197.5",Fixed-wing,Large,G,E,D,D,,III,8,Yes,11,"350,642",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GLF5,GLF5,GULFSTREAM AEROSPACE,Gulfstream V/G500,Gulfstream G550,Jet,2,D,,,III,2B,145,,,93.5,,96.4,25.8,45.0,45.0,15.9,"90,500","75,300",D,Medium,"10,497.0",Fixed-wing,Large,F,D,D,C,,III,7,Yes,6,"241,037",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
GLF6,GLF6,GULFSTREAM AEROSPACE,Gulfstream G650,Gulfstream G650,Jet,2,C,,,III,2B,110,,,99.6,,99.8,25.7,45.0,45.0,16.0,"99,600","83,500",D,Medium,"11,478.9",Fixed-wing,Large,F,D,D,C,,III,8,Yes,57,"110,450",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
H25A,H25A,HAWKER SIDDELEY,HS 125-1/2/3/400/600,Hawker Siddeley HS.125-3B,Jet,2,C,,,I,1A,125,,,47.0,,50.5,16.5,18.4,18.4,10.7,"25,000","22,046",D,Medium,"3,163.5",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,9,"2,700",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
H25B,H25B,BRITISH AEROSPACE - HAWKER SIDDELEY,BAe HS 125/700-800/Hawker 800,Hawker 800XP,Jet,2,C,,,II,1B,137,,,51.4,,51.2,18.1,21.0,21.0,11.2,"28,000","23,350",D,Medium,"3,447.7",Fixed-wing,Small+,H,F,E,E,,III,7,Yes ,482,"414,992",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
H25C,H25C,BRITISH AEROSPACE RAYTHEON,BAe/Raytheon HS 125-1000,Hawker 1000,Jet,2,C,,,II,1B,132,,,51.4,,53.9,17.1,22.7,22.7,12.0,"31,100","25,000",D,Medium,"3,615.3",Fixed-wing,Small+,H,F,E,E,,III,7,Yes,12,"18,091",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
HA4T,HA4T,HAWKER,Hawker 4000,Hawker 4000,Jet,2,C,,,II,1B,128,,,61.8,,69.2,19.6,26.3,26.3,11.0,"39,500","33,500",D,Medium,"5,321.5",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,47,"22,502",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
HAWK,HAWK,BRITISH AEROSPACE,BAe T-45 Goshawk,British Aerospace T-45A Goshawk,Jet,1,C,,,I,1A,139,,,32.6,,37.4,13.1,11.3,11.3,12.0,"11,244","10,249",S,Medium,"1,806.2",Fixed-wing,Small+,H,F,E,E,,III,N/A,Yes,221,"112,908",,,,,,,,,,,,,,,,,
HDJT,HDJT,HONDA,HONDA HA-420 HondaJet,Honda HA-420 HondaJet,Jet,2,B,,,I,2A,111,,,39.9,,41.1,13.2,17.8,17.8,15.1,"9,039","9,859",S,Light,"2,300.4",Fixed-wing,Small,I,F,F,F,,III,N/A,Yes,184,"98,175",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
HUSK,HUSK,AVIAT,AVIAT Huskey ,Aviat A-1 Husky,Piston,1,A,,,I,1A,60,,,35.5,,22.6,6.6,16.7,16.7,6.2,"2,000","2,000",S,Light,"1,255.8",Fixed-wing,Small,I,F,F,F,,I,1,Yes,898,576,,,,,,,,,,,,,,,,,
IL76,IL76,ILYUSHIN,Ilyushin IL 76,Ilyushin Il-76TD,Jet,4,B,,,IV,3,119,,,165.7,,152.9,48.4,48.5,65.8,27.0,"374,782","336,202",Q2,Heavy,"27,743.0",Fixed-wing,Heavy,D,C,G,G,,III,N/A,No,0,450,,,,,,,,,,,,,,,,,
J328,J328,FAIRCHILD DORNIER,Fairchild Dornier 328 Jet,Dornier 328 Jet,Jet,2,B,,,II,1B,115,,,68.8,,69.7,23.1,25.1,25.0,14.9,"34,524","31,725",D,Medium,"5,886.4",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,46,"26,682",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
JS31,JS31,BRITISH AEROSPACE,BAe 3100 Jetstream 31,British Aerospace BAe-3100 Jetstream 31,Turboprop,2,B,,,II,2A,115,,,52.0,,47.1,17.5,14.9,14.9,19.7,"15,322","14,550",S,Light/Medium,"3,230.2",Fixed-wing,Small+,H,F,E,E,,III,5,Yes,10,"2,048",,,,,,,,,,,,,,,,,
JS32,JS32,BRITISH AEROSPACE,BAe Jetstream super 31,British Aerospace Jetstream 31,Turboprop,2,B,,,II,2A,109,,,52.0,,47.1,17.5,20.9,20.9,19.7,"15,332","15,609",S,Medium,"3,230.2",Fixed-wing,Small+,H,F,E,E,,III,5,Yes ,3,"21,740",,,,,,,,,,,,,,,,,
JS41,JS41,BRITISH AEROSPACE,BAe Jetstream 41,British Aerospace Jetstream 41,Turboprop,2,C,,,II,3,131,,,60.4,,63.2,18.8,24.4,24.4,21.9,"24,000","22,300",D,Medium,"4,801.3",Fixed-wing,Small+,H,F,E,E,,III,7,Yes ,7,"6,570",,,,,,,,,,,,,,,,,
K35R,K35R,BOEING,Boeing KC-135 Stratotanker,Boeing KC-135R Stratotanker,Jet,4,C,,,IV,3,135,,,130.8,,136.3,41.7,46.9,55.4,28.7,"322,500","119,231",2D,Heavy,"19,895.0",Fixed-wing,Heavy,C,C,C,B,,III,N/A,Yes,4,"79,180",,,,,,,,,,,,,,,,,
KODI,KODI,QUEST,Quest Kodiak,Quest Kodiak 100,Turboprop,1,A,,,I,1A,73,,,45.0,,34.2,15.3,12.0,12.0,13.2,"7,255","7,255",S,Light,"2,156.0",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,170,"13,589",,,,,,,,,,,,,,,,,
L29B,L29B,LOCKHEED,Lockheed Jetstar 2/731,Lockheed L-1329 Jetstar 2,Jet,4,B,,,I,1B,97,,,54.3,,60.3,20.3,20.7,26.4,12.7,"44,500","36,000",D,Medium,"4,198.8",Fixed-wing,Large,G,E,D,D,,III,9,Yes,7,2,,,,,,,,,,,,,,,,,
L5,L5,STINTSON,Stintson L5 Sentinel,Stinson L-5 Sentinel,Piston,1,A,,,I,1A,58,,,34.0,,24.1,7.9,14.4,14.4,8.1,"2,050",N/A,S,Light,"1,280.4",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,122,0,,,,,,,,,,,,,,,,,
L8,L8,LUSCOMBE,Luscombe 8,Luscombe 8 Silvaire,Piston,1,A,,,I,1A,46,,,35.0,,20.0,6.3,15.0,15.0,7.2,"1,400","1,400",S,Light,"1,125.0",Fixed-wing,Small,I,F,F,F,,I,3,Yes,"1,670",2,,,,,,,,,,,,,,,,,
LA4,LA4,LAKE,Lake LA-4,Lake LA-4,Piston,1,A,,,I,1A,51,,,38.0,,24.9,9.3,9.0,9.0,14.8,"2,690","2,690",S,Light,"1,436.2",Amphibian,Small,I,F,F,F,,I,2,Yes,139,552,,,,,,,,,,,,,,,,,
LJ23,LJ23,LEARJET,Bombardier Learjet 23,Learjet 23,Jet,2,C,,,I,1A,128,,,35.6,,43.3,12.6,15.7,15.7,10.3,"12,500","11,880",D,Light,"2,199.2",Fixed-wing,Small,I,F,F,F,,III,8,Yes,7,200,,,,,,,,,,,,,,,,,
LJ24,LJ24,LEARJET,Bombardier Learjet 24,Learjet 24,Jet,2,C,,,I,1A,128,,,35.6,,43.3,12.3,17.0,16.9,9.6,"13,000","11,880",D,Light,"2,199.4",Fixed-wing,Small+,I,F,F,F,,III,7,Yes ,37,364,,,,,,,,,,,,,,,,,
LJ25,LJ25,LEARJET,Bombardier Learjet 25,Learjet 25D,Jet,2,C,,,I,1A,137,,,35.6,,47.6,12.3,17.0,16.9,9.6,"15,000","12,499",D,Light,"2,396.9",Fixed-wing,Small+,I,F,F,F,,III,9,Yes,43,"5,685",,,,,,,,,,,,,,,,,
LJ31,LJ31,LEARJET,Bombardier Learjet 31,Learjet 31,Jet,2,B,,,I,1A,120,,,43.8,,48.7,12.3,19.7,19.7,9.6,"15,500","15,300",D,Medium,"2,889.1",Fixed-wing,Small+,H,F,E,E,,III,7,Yes,133,"67,138",,,,,,,,,,,,,,,,,
LJ35,LJ35,LEARJET,Bombardier Learjet 35/36,Learjet 35,Jet,2,C,,,I,1B,128,,,39.5,,48.7,12.3,25.0,20.0,11.0,"18,300","14,300",D,Medium,"2,656.7",Fixed-wing,Small+,H,F,E,E,,III,9,Yes,283,"160,377",,,,,,,,,,,,,,,,,
LJ40,LJ40,LEARJET,Learjet 40,Learjet 40,Jet,2,C,,,I,1B,123,,,47.8,,55.6,14.1,25.0,25.0,11.0,"21,000","19,200",D,Medium,"3,499.2",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,81,"55,516",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
LJ45,LJ45,LEARJET,Bombardier Learjet 45,Learjet 45,Jet,2,C,,,I,1B,123,,,47.8,,58.0,14.1,25.0,25.0,11.0,"21,500","19,200",D,Medium,"3,643.5",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,398,"222,293",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
LJ55,LJ55,LEARJET,Bombardier Learjet 55,Learjet 55,Jet,2,C,,,I,1B,125,,,43.8,,55.1,14.7,25.0,25.0,11.0,"19,500","17,000",D,Medium,"3,234.5",Fixed-wing,Small+,H,F,E,E,,III,8,Yes,87,"25,426",,,,,,,,,,,,,,,,,
LJ60,LJ60,LEARJET,Bombardier Learjet 60,Learjet 60XR,Jet,2,C,,,I,1B,125,,,43.8,,58.7,14.7,25.0,25.0,11.0,"22,750","19,500",D,Medium,"3,422.1",Fixed-wing,Small+,H,F,E,E,,III,8,Yes,275,"196,777",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
LJ70,LJ70,LEARJET,Learjet 70,Learjet 70,Jet,2,C,,,II,1B,125,,,50.9,,56.0,14.0,25.0,25.0,11.0,"21,500","19,200",D,Medium,"3,716.1",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,11,"13,122",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
LJ75,LJ75,LEARJET,Learjet 75,Learjet 75,Jet,2,C,,,II,1B,125,,,50.9,,58.0,14.0,25.0,25.0,11.0,"21,500","19,200",D,Medium,"3,837.8",Fixed-wing,Small+,H,F,E,E,,III,6,Yes,66,"96,398",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
LNC4,LNC4,LANCAIR,Lancair IV,Lancair IV-P,Piston,1,A,,,I,1A,81,,,32.6,,25.0,8.0,6.6,6.6,7.8,"3,200","3,000",S,Light,"1,278.0",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes ,62,"4,914",,,,,,,,,,,,,,,,,
LNP4,LNP4,LANCAIR,Lancair PropJet IV,Lancair IV PropJet,Turboprop,1,A,,,I,1A,81,,,32.6,,25.0,8.0,6.3,6.3,7.6,"3,800",N/A,S,Light,"1,278.0",Fixed-wing,Small,I,F,F,F,,I,N/A,Yes,191,"2,086",,,,,,,,,,,,,,,,,
M20P,M20P,MOONEY,Mooney M-20C Ranger,Mooney M20R Ovation 2 GX,Piston,1,A,,,I,1A,77,,,36.1,,26.8,8.3,6.6,6.6,9.2,"3,374","3,200",S,Light,"1,463.7",Fixed-wing,Small,I,F,F,F,,I,4,Yes,"1,254","97,991",,,,,,,,,,,,,,,,,
M20T,M20T,MOONEY,Mooney M20K Encore/M20M Bravo,Mooney M20TN Acclaim Type S,Piston,1,A,,,I,1A,77,,,36.1,,26.8,8.3,6.6,6.6,9.2,"3,368","3,200",S,Light,"1,465.4",Fixed-wing,Small,I,F,F,F,,I,6,Yes,"1,025","38,037",,,,,,,,,,,,,,,,,
M5,M5,MAULE,Maule M-5,Maule M-5,Piston,1,A,,,I,1A,43,,,30.8,,23.5,6.3,14.2,14.2,7.4,"2,300","2,300",S,Light,"1,162.8",Fixed-wing,Small,I,F,F,F,,I,1,Yes,357,190,,,,,,,,,,,,,,,,,
MD11,MD11,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 11,McDonnell Douglas MD-11,Jet,3,D,,,IV,6,158,,,170.5,,202.2,58.8,80.8,101.7,41.3,"602,500","430,000",2D/D1,Heavy,"37,394.2",Fixed-wing,Heavy,C,C,C,B,,III,9,Yes,132,"207,106",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
MD81,MD81,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 81,McDonnell Douglas MD-81,Jet,2,C,,,III,4,134,,,107.9,,147.8,30.2,72.4,72.4,20.4,"140,000","128,000",D,Medium,"18,011.0",Fixed-wing,Large,F,D,D,C,,III,7,Yes,1,582,,,,,,,,,,,,,,,,,
MD82,MD82,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 82,McDonnell Douglas MD-82,Jet,2,C,,,III,4,135,,,107.9,,147.8,30.2,72.4,72.4,20.4,"149,500","130,000",D,Medium,"18,011.0",Fixed-wing,Large,F,D,D,C,,III,7,Yes,33,"10,546",,,,,,,,,,,,,,,,,
MD83,MD83,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 83,McDonnell Douglas MD-83,Jet,2,D,,,III,4,144,,,107.9,,147.8,30.2,72.4,72.4,20.4,"160,000","139,500",D,Medium,"18,011.0",Fixed-wing,Large,F,D,D,C,,III,8,Yes,89,"40,745",,,,,,,,,,,,,,,,,
MD87,MD87,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 87,McDonnell Douglas MD-87,Jet,2,C,,,III,3,134,,,107.9,,130.4,31.2,62.9,62.9,20.4,"149,500","130,000",D,Medium,"15,959.2",Fixed-wing,Large,F,D,D,C,,III,7,Yes,13,417,AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
MD88,MD88,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 88,McDonnell Douglas MD-88,Jet,2,C,,,III,4,130,,,107.9,,147.8,30.2,72.4,72.4,20.4,"149,500","130,000",D,Medium,"18,011.0",Fixed-wing,Large,F,D,D,C,,III,8,Yes,72,"1,726",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
MD90,MD90,BOEING-MCDONNELL DOUGLAS,Boeing (Douglas) MD 90,McDonnell Douglas MD-90,Jet,2,D,C,D,III,4,141,138,141,107.9,,152.6,31.2,77.2,77.2,20.4,"156,000","137,000",D,Medium,"18,570.8",Fixed-wing,Large,F,D,D,C,,III,8,Yes,38,6,"If flaps configuration is set for 28 degrees (not full flaps) and MALW is more than 137,000 lbs, AAC is D. AAC validated by Flight Standardization Board (FSB) report.",,,,,,,,,,,,,,,,
MU2,MU2,MITSUBISHI,Mitsubishi Marquise/Solitaire,Mitsubishi MU-2B-60,Turboprop,2,B,,,I,1A,105,,,39.2,,39.4,13.7,18.0,14.0,7.0,"11,574","11,025",S,Light,"2,184.1",Fixed-wing,Small,I,F,F,F,,II,6,Yes,87,"47,600",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
MU30,MU30,MITSUBISHI,Mitsubishi Diamond/MU300 Diamond,Mitsubishi MU-300 Diamond,Jet,2,B,,,I,1A,118,,,43.5,,48.4,13.9,19.5,19.5,11.5,"14,630","13,200",S,Medium,"2,856.9",Fixed-wing,Small+,H,F,E,E,,III,7,Yes,29,"1,498",AAC validated by Flight Standardization Board (FSB) report.,,,,,,,,,,,,,,,,
NAVI,NAVI,NORTH AMERICAN-RYAN,North American Navion,Ryan Navion,Piston,1,A,,,I,1A,56,,,33.4,,27.5,8.7,5.9,5.9,9.4,"2,850","2,850",S,Light,"1,411.2",Fixed-wing,Small,I,F,F,F,,I,2,Yes,872,4,,,,,,,,,,,,,,,,,
P180,P180,PIAGGIO,Piaggio P-180 Avanti,Piaggio P.180 Avanti II,Turboprop,2,C,,,I,2A,121,,,46.0,,47.3,13.1,9.3,19.0,19.0,"12,050","11,500",S,Light,"2,929.3",Fixed-wing,Small,I,F,F,F,,II,1,Yes,99,"30,540",,,,,,,,,,,,,,,,,
P210,P210,RILEY-CESSNA,Riley Super P210,Cessna P210 Pressurized,Piston,1,A,,,I,1A,75,,,38.8,,28.2,9.7,6.1,6.1,9.3,"4,000","3,800",S,Light,"1,620.2",Fixed-wing,Small,I,F,F,F,,I,2,Yes,458,"10,118",,,,,,,,,,,,,,,,,
P28A,P28A,PIPER,Piper Cherokee,Piper PA-28-161,Piston,1,A,,,I,1A,70,,,35.0,,23.8,7.3,6.2,6.2,10.5,"2,440","2,130",S,Light,"1,295.6",Fixed-wing,Small,I,F,F,F,,I,1,Yes,"10,740","442,204",,,,,,,,,,,,,,,,,
P28B,P28B,PIPER,Piper Turbo Dakota,Piper PA-28-236 Dakota,Piston,1,A,,,I,1A,62,,,35.0,,24.7,7.2,6.5,6.5,10.5,"3,000","3,000",S,Light,"1,337.9",Fixed-wing,Small,I,F,F,F,,I,3,Yes,62,"18,542",,,,,,,,,,,,,,,,,
P28R,P28R,PIPER,Cherokee Arrow,Piper PA-28R-201,Piston,1,A,,,I,1A,73,,,35.4,,24.7,7.9,7.9,7.9,11.0,"2,758","2,900",S,Light,"1,347.0",Fixed-wing,Small,I,F,F,F,,I,3,Yes,"2,499","51,448",,,,,,,,,,,,,,,,,
P28T,P28T,PIPER,Piper 28T Arrow 4,Piper PA-28RT-201,Piston,1,A,,,I,1A,73,,,35.4,,24.7,7.9,7.9,7.8,11.0,"2,750","2,750",S,Light,"1,347.6",Fixed-wing,Small,I,F,F,F,,I,2,Yes,439,"3,937",,,,,,,,,,,,,,,,,
